epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
99,593.225,0.50953,0.32414,1.22255,0.99314,0.99121,0.99448,0.92376,0.44684,0.2895,2.34138,0.0080596,0.0080596,0.0080596
100,599.195,0.50082,0.32387,1.19739,0.99594,0.98869,0.99466,0.91945,0.46995,0.32713,1.74823,0.0080398,0.0080398,0.0080398
101,605.173,0.49967,0.32067,1.21346,0.99369,0.98863,0.99451,0.91509,0.47314,0.31004,2.11199,0.00802,0.00802,0.00802
102,611.123,0.50841,0.32523,1.20483,0.99483,0.98744,0.99261,0.9219,0.44516,0.29481,1.95399,0.0080002,0.0080002,0.0080002
103,617.034,0.50351,0.3235,1.19778,0.99118,0.98794,0.99438,0.92125,0.46623,0.31855,1.93002,0.0079804,0.0079804,0.0079804
104,622.989,0.51085,0.32337,1.2241,0.99613,0.99246,0.99477,0.93086,0.41569,0.2622,2.68992,0.0079606,0.0079606,0.0079606
105,628.917,0.5031,0.32177,1.17788,0.9937,0.99094,0.99471,0.93399,0.42115,0.25624,2.70157,0.0079408,0.0079408,0.0079408
106,634.869,0.49889,0.31714,1.19553,0.99273,0.98869,0.99366,0.9047,0.50883,0.32081,2.043,0.007921,0.007921,0.007921
107,640.832,0.50101,0.31903,1.20621,0.99621,0.98965,0.9941,0.92412,0.45308,0.30156,1.88963,0.0079012,0.0079012,0.0079012
108,646.799,0.49476,0.31605,1.17353,0.99476,0.98744,0.99453,0.91926,0.4665,0.30071,1.97847,0.0078814,0.0078814,0.0078814
109,652.748,0.5102,0.32345,1.1957,0.99873,0.9912,0.99419,0.91932,0.45871,0.30505,1.79433,0.0078616,0.0078616,0.0078616
110,658.691,0.48976,0.31723,1.1695,0.99497,0.99345,0.99414,0.92936,0.43606,0.30047,2.09103,0.0078418,0.0078418,0.0078418
111,664.637,0.51037,0.3211,1.23113,0.99494,0.98893,0.9945,0.92336,0.4485,0.29988,1.96473,0.007822,0.007822,0.007822
112,670.577,0.50226,0.32047,1.22449,0.99601,0.99121,0.99419,0.93174,0.43175,0.27974,2.04886,0.0078022,0.0078022,0.0078022
113,676.493,0.50134,0.32509,1.2033,0.9961,0.99246,0.99476,0.93343,0.43125,0.28238,2.40989,0.0077824,0.0077824,0.0077824
114,682.423,0.48854,0.31793,1.19194,0.99589,0.98869,0.99432,0.93436,0.41342,0.26519,2.73167,0.0077626,0.0077626,0.0077626
115,688.455,0.48812,0.31692,1.17539,0.99587,0.99121,0.99478,0.93086,0.42468,0.26161,2.5075,0.0077428,0.0077428,0.0077428
116,694.407,0.48787,0.3066,1.20757,0.99518,0.98995,0.99469,0.92419,0.4682,0.30013,1.81097,0.007723,0.007723,0.007723
117,700.368,0.49274,0.31182,1.20234,0.99722,0.99372,0.99466,0.92916,0.44401,0.28726,2.25055,0.0077032,0.0077032,0.0077032
118,706.305,0.48942,0.31086,1.20186,0.98885,0.98995,0.99381,0.91564,0.45994,0.30937,1.79435,0.0076834,0.0076834,0.0076834
119,712.223,0.4818,0.30917,1.19346,0.99547,0.99121,0.9944,0.92754,0.43296,0.29639,2.15678,0.0076636,0.0076636,0.0076636
